Character,Transcriptions,Fanqie,Sixtuples,Identifiers
鄘,yowng,餘封,通開三平鍾以,50
傭,yowng;trhjowng,餘封;丑凶,通開三平鍾以;通開三平鍾徹,50;58
𪅟,yowng,餘封,通開三平鍾以,50
𤮇,yowng,餘封,通開三平鍾以,50
㼸,yowng,餘封,通開三平鍾以,50
鱅,yowng;dzyowng,餘封;蜀庸,通開三平鍾以;通開三平鍾常,50;64
蓉,yowng,餘封,通開三平鍾以,50
䗤,yowng,餘封,通開三平鍾以,50
傛,yowng;yowngX,餘封;余隴,通開三平鍾以;通開三上鍾以,50;1180
褣,yowng,餘封,通開三平鍾以,50
搈,yowng,餘封,通開三平鍾以,50
瑢,yowng,餘封,通開三平鍾以,50
䈶,yowng,餘封,通開三平鍾以,50
嵱,yowng,餘封,通開三平鍾以,50
頌,yowng;zjowngH,餘封;似用,通開三平鍾以;通開三去鍾邪,50;2125
㝐,yowng,餘封,通開三平鍾以,50
䡆,yowng,餘封,通開三平鍾以,50
㟾,yowng,餘封,通開三平鍾以,50
𨲟,yowng,餘封,通開三平鍾以,50
𪃾,yowng,餘封,通開三平鍾以,50
槦,yowng,餘封,通開三平鍾以,50
㣑,yowng,餘封,通開三平鍾以,50
𢧳,yowng,餘封,通開三平鍾以,50
封,pjowng;pjowngH,府容;方用,通開三平鍾幫;通開三去鍾幫,51;2128
𡉚,pjowng,府容,通開三平鍾幫,51
犎,pjowng,府容,通開三平鍾幫,51
葑,pjowng;pjowngH,府容;方用,通開三平鍾幫;通開三去鍾幫,51;2128
崶,pjowng,府容,通開三平鍾幫,51
篈,pjowng,府容,通開三平鍾幫,51
㜂,pjowng,府容,通開三平鍾幫,51
胸,xjowng,許容,通開三平鍾曉,52
胷,xjowng,許容,通開三平鍾曉,52
凶,xjowng,許容,通開三平鍾曉,52
𣧑,xjowng,許容,通開三平鍾曉,52
恟,xjowng,許容,通開三平鍾曉,52
𧧗,xjowng,許容,通開三平鍾曉,52
訩,xjowng,許容,通開三平鍾曉,52
銎,xjowng;khjowng,許容;曲恭,通開三平鍾曉;通開三平鍾溪,52;68
洶,xjowng;xjowngX,許容;許拱,通開三平鍾曉;通開三上鍾曉,52;1185
兇,xjowng;xjowngX,許容;許拱,通開三平鍾曉;通開三上鍾曉,52;1185
匈,xjowng,許容,通開三平鍾曉,52
顒,ngjowng,魚容,通開三平鍾疑,53
𩤛,ngjowng,魚容,通開三平鍾疑,53
鰅,ngjowng;ngju,魚容;虞俱,通開三平鍾疑;遇合三平虞疑,53;250
喁,ngjowng,魚容,通開三平鍾疑,53
邕,'jowng,於容,通開三平鍾影,54
雍,'jowng;'jowngH,於容;於用,通開三平鍾影;通開三去鍾影,54;2130
噰,'jowng,於容,通開三平鍾影,54
嗈,'jowng,於容,通開三平鍾影,54
郺,'jowng;'uwngX,於容;烏孔,通開三平鍾影;通開一上東影,54;1164
澭,'jowng,於容,通開三平鍾影,54
灉,'jowng;'jowngH,於容;於用,通開三平鍾影;通開三去鍾影,54;2130
癰,'jowng,於容,通開三平鍾影,54
罋,'jowng;'uwngH,於容;烏貢,通開三平鍾影;通開一去東影,54;2099
廱,'jowng,於容,通開三平鍾影,54
饔,'jowng,於容,通開三平鍾影,54
壅,'jowng;'jowngX,於容;於隴,通開三平鍾影;通開三上鍾影,54;1174
雝,'jowng,於容,通開三平鍾影,54
𪄉,'jowng,於容,通開三平鍾影,54
㻾,'jowng,於容,通開三平鍾影,54
𧴗,'jowng,於容,通開三平鍾影,54
蕹,'jowng,於容,通開三平鍾影,54
濃,nrjowng,女容,通開三平鍾娘,55
醲,nrjowng,女容,通開三平鍾娘,55
𨑊,nrjowng;nuwngX;nraewngX,女容;奴動;匿講,通開三平鍾娘;通開一上東泥;江開二上江娘,55;1165;4001
襛,nrjowng;nyowng,女容;而容,通開三平鍾娘;通開三平鍾日,55;62
穠,nrjowng;nyowng,女容;而容,通開三平鍾娘;通開三平鍾日,55;62
檂,nrjowng,女容,通開三平鍾娘,55
𪒬,nrjowng,女容,通開三平鍾娘,55
𨲳,nrjowng,女容,通開三平鍾娘,55
重,drjowng;drjowngX;drjowngH,直容;直隴;柱用,通開三平鍾澄;通開三上鍾澄;通開三去鍾澄,56;1176;2136
緟,drjowng;drjowngH,直容;柱用,通開三平鍾澄;通開三去鍾澄,56;2136
蝩,drjowng,直容,通開三平鍾澄,56
䳯,drjowng,直容,通開三平鍾澄,56
從,dzjowng;tshjowng;dzjowngH,疾容;七恭;疾用,通開三平鍾從;通開三平鍾清;通開三去鍾從,57;67;2139
从,dzjowng,疾容,通開三平鍾從,57
𩀰,dzjowng,疾容,通開三平鍾從,57
𦟛,trhjowng,丑凶,通開三平鍾徹,58
𨙦,trhjowng,丑凶,通開三平鍾徹,58
䝑,trhjowng,丑凶,通開三平鍾徹,58
𨤩,trhjowng,丑凶,通開三平鍾徹,58
𪒒,trhjowng,丑凶,通開三平鍾徹,58
逢,bjowng,符容,通開三平鍾並,59
縫,bjowng;bjowngH,符容;扶用,通開三平鍾並;通開三去鍾並,59;2126
夆,bjowng;hajH,符容;胡蓋,通開三平鍾並;蟹開一去泰匣,59;2427
漨,bjowng,符容,通開三平鍾並,59
䩼,bjowng,符容,通開三平鍾並,59
𥎌,bjowng,符容,通開三平鍾並,59
𥛝,bjowng,符容,通開三平鍾並,59
捀,bjowng;bjowngH,符容;扶用,通開三平鍾並;通開三去鍾並,59;2126
峯,phjowng,敷容,通開三平鍾滂,60
峰,phjowng,敷容,通開三平鍾滂,60
鋒,phjowng,敷容,通開三平鍾滂,60
丰,phjowng,敷容,通開三平鍾滂,60
𡴀,phjowng,敷容,通開三平鍾滂,60
𢓱,phjowng,敷容,通開三平鍾滂,60
妦,phjowng,敷容,通開三平鍾滂,60
蠭,phjowng,敷容,通開三平鍾滂,60
𧒒,phjowng,敷容,通開三平鍾滂,60
桻,phjowng,敷容,通開三平鍾滂,60
㷭,phjowng,敷容,通開三平鍾滂,60
烽,phjowng,敷容,通開三平鍾滂,60
莑,phjowng,敷容,通開三平鍾滂,60
仹,phjowng,敷容,通開三平鍾滂,60
㸼,phjowng,敷容,通開三平鍾滂,60
縱,tsjowng;tsjowngH,即容;子用,通開三平鍾精;通開三去鍾精,61;2132
𣯨,tsjowng,即容,通開三平鍾精,61
蹤,tsjowng,即容,通開三平鍾精,61
䡮,tsjowng,即容,通開三平鍾精,61
樅,tsjowng;tshjowng,即容;七恭,通開三平鍾精;通開三平鍾清,61;67
磫,tsjowng,即容,通開三平鍾精,61
熧,tsjowng,即容,通開三平鍾精,61
𧺣,tsjowng;tshjowng,即容;七恭,通開三平鍾精;通開三平鍾清,61;67
茸,nyowng,而容,通開三平鍾日,62
䩸,nyowng;nyowngH,而容;而用,通開三平鍾日;通開三去鍾日,62;2134
髶,nyowng;nyijH,而容;而至,通開三平鍾日;止開三去脂日,62;2226
䇯,nyowng,而容,通開三平鍾日,62
搑,nyowng;nyowngX,而容;而隴,通開三平鍾日;通開三上鍾日,62;1175
𥎂,nyowng,而容,通開三平鍾日,62
榵,nyowng,而容,通開三平鍾日,62
穁,nyowng;nyowngX,而容;而隴,通開三平鍾日;通開三上鍾日,62;1175
蛩,gjowng,渠容,通開三平鍾群,63
邛,gjowng,渠容,通開三平鍾群,63
舼,gjowng,渠容,通開三平鍾群,63
𦨰,gjowng,渠容,通開三平鍾群,63
輁,gjowng;kjowngX,渠容;居悚,通開三平鍾群;通開三上鍾見,63;1183
𦭭,gjowng,渠容,通開三平鍾群,63
䂬,gjowng;kjowngX,渠容;居悚,通開三平鍾群;通開三上鍾見,63;1183
蛬,gjowng;kjowngX,渠容;居悚,通開三平鍾群;通開三上鍾見,63;1183
𠌖,gjowng,渠容,通開三平鍾群,63
𩬰,gjowng,渠容,通開三平鍾群,63
桏,gjowng,渠容,通開三平鍾群,63
䅃,gjowng;gjowngX,渠容;渠隴,通開三平鍾群;通開三上鍾群,63;1189
𤤶,gjowng,渠容,通開三平鍾群,63
𩢽,gjowng,渠容,通開三平鍾群,63
筇,gjowng,渠容,通開三平鍾群,63
慵,dzyowng,蜀庸,通開三平鍾常,64
𩌨,dzyowng,蜀庸,通開三平鍾常,64
恭,kjowng,九容,通開三平鍾見,65
龔,kjowng,九容,通開三平鍾見,65
供,kjowng;kjowngH,九容;居用,通開三平鍾見;通開三去鍾見,65;2129
珙,kjowng;kjowngX,九容;居悚,通開三平鍾見;通開三上鍾見,65;1183
共,kjowng;gjowngH,九容;渠用,通開三平鍾見;通開三去鍾群,65;2127
廾,kjowng;kjowngX,九容;居悚,通開三平鍾見;通開三上鍾見,65;1183
䢼,kjowng,九容,通開三平鍾見,65
𤱨,kjowng,九容,通開三平鍾見,65
髸,kjowng,九容,通開三平鍾見,65
䳍,kjowng,九容,通開三平鍾見,65
蜙,sjowng,息恭,通開三平鍾心,66
凇,sjowng;suwngH,息恭;蘇弄,通開三平鍾心;通開一去東心,66;2092
倯,sjowng,息恭,通開三平鍾心,66
𢔋,sjowng,息恭,通開三平鍾心,66
鏦,tshjowng;tsrhaewng,七恭;楚江,通開三平鍾清;江開二平江初,67;72
暰,tshjowng,七恭,通開三平鍾清,67
瑽,tshjowng,七恭,通開三平鍾清,67
摐,tshjowng;tsrhaewng,七恭;楚江,通開三平鍾清;江開二平江初,67;72
䐫,tshjowng,七恭,通開三平鍾清,67
𥡬,tshjowng,七恭,通開三平鍾清,67
𨑪,tshjowng,七恭,通開三平鍾清,67
江,kaewng,古雙,江開二平江見,69
扛,kaewng,古雙,江開二平江見,69
杠,kaewng,古雙,江開二平江見,69
茳,kaewng,古雙,江開二平江見,69
矼,kaewng,古雙,江開二平江見,69
豇,kaewng,古雙,江開二平江見,69
肛,kaewng;xaewng,古雙;許江,江開二平江見;江開二平江曉,69;79
䜫,kaewng,古雙,江開二平江見,69
厖,maewng,莫江,江開二平江明,70
駹,maewng,莫江,江開二平江明,70
狵,maewng,莫江,江開二平江明,70
尨,maewng,莫江,江開二平江明,70
浝,maewng,莫江,江開二平江明,70
哤,maewng,莫江,江開二平江明,70
牻,maewng,莫江,江開二平江明,70
娏,maewng,莫江,江開二平江明,70
䵨,maewng,莫江,江開二平江明,70
㟌,maewng,莫江,江開二平江明,70
蛖,maewng,莫江,江開二平江明,70
𥆙,maewng,莫江,江開二平江明,70
痝,maewng,莫江,江開二平江明,70
𠈵,maewng;maewngX,莫江;武項,江開二平江明;江開二上江明,70;1196
𦗳,nraewng,女江,江開二平江娘,71
𣰊,nraewng,女江,江開二平江娘,71
鬞,nraewng,女江,江開二平江娘,71
䁸,nraewng,女江,江開二平江娘,71
𪆯,nraewng,女江,江開二平江娘,71
窗,tsrhaewng,楚江,江開二平江初,72
囪,tsrhaewng,楚江,江開二平江初,72
牎,tsrhaewng,楚江,江開二平江初,72
窓,tsrhaewng,楚江,江開二平江初,72
䎫,tsrhaewng;tsrhaewngH,楚江;楚絳,江開二平江初;江開二去江初,72;2148
𥍷,tsrhaewng,楚江,江開二平江初,72
邦,paewng,博江,江開二平江幫,73
𤰫,paewng,博江,江開二平江幫,73
梆,paewng,博江,江開二平江幫,73
垹,paewng,博江,江開二平江幫,73
栙,haewng,下江,江開二平江匣,74
䜶,haewng,下江,江開二平江匣,74
降,haewng;kaewngH,下江;古巷,江開二平江匣;江開二去江見,74;2141
缸,haewng;kang,下江;古郎,江開二平江匣;宕開一平唐見,74;841
缻,haewng,下江,江開二平江匣,74
夅,haewng,下江,江開二平江匣,74
跭,haewng,下江,江開二平江匣,74
胮,phaewng;baewng,匹江;薄江,江開二平江滂;江開二平江並,75;78
𤵸,phaewng,匹江,江開二平江滂,75
𩐨,phaewng;baewng,匹江;薄江,江開二平江滂;江開二平江並,75;78
𪔔,phaewng,匹江,江開二平江滂,75
𪐿,phaewng,匹江,江開二平江滂,75
雙,sraewng,所江,江開二平江生,77
艭,sraewng,所江,江開二平江生,77
䉶,sraewng,所江,江開二平江生,77
𢥠,sraewng,所江,江開二平江生,77
䝄,sraewng,所江,江開二平江生,77
𨇯,sraewng,所江,江開二平江生,77
龐,baewng,薄江,江開二平江並,78
逄,baewng,薄江,江開二平江並,78
舽,baewng,薄江,江開二平江並,78
啌,xaewng,許江,江開二平江曉,79
舡,xaewng,許江,江開二平江曉,79
𨋪,xaewng,許江,江開二平江曉,79
夯,xaewng;bwonX,許江;蒲本,江開二平江曉;臻合一上魂並,79;1543
胦,'aewng;'jang,握江;於良,江開二平江影;宕開三平陽影,80;832
腔,khaewng,苦江,江開二平江溪,81
𤟄,khaewng,苦江,江開二平江溪,81
羫,khaewng,苦江,江開二平江溪,81
控,khaewng;khuwngH,苦江;苦貢,江開二平江溪;通開一去東溪,81;2097
跫,khaewng,苦江,江開二平江溪,81
𩩝,khaewng,苦江,江開二平江溪,81
㾤,khaewng,苦江,江開二平江溪,81
㼹,khaewng;khang,苦江;苦岡,江開二平江溪;宕開一平唐溪,81;843
幢,draewng;draewngH,宅江;直絳,江開二平江澄;江開二去江澄,82;2144
撞,draewng;draewngH,宅江;直絳,江開二平江澄;江開二去江澄,82;2144
𣃘,draewng;tring;trhjenX,宅江;陟陵;丑善,江開二平江澄;曾開三平蒸知;山開三上仙徹,82;958;1658
噇,draewng,宅江,江開二平江澄,82
𩪘,draewng,宅江,江開二平江澄,82
䚎,trhaewng;trhaewngH,丑江;丑絳,江開二平江徹;江開二去江徹,83;2145
𥡟,trhaewng,丑江,江開二平江徹,83
䄝,trhaewng,丑江,江開二平江徹,83
𧜧,trhaewng,丑江,江開二平江徹,83
樁,traewng,都江,江開二平江知,84
𣻛,traewng,都江,江開二平江知,84
𩞐,dzraewng,士江,江開二平江崇,86
支,tsye,章移,止開三平支章,87
𥾣,tsye,章移,止開三平支章,87
只,tsye;tsyeX,章移;諸氏,止開三平支章;止開三上支章,87;1200
汥,tsye;gjie;gjeH,章移;巨支;奇寄,止開三平支章;止開三平支群;止開三去支群,87;105;2165
㲍,tsye,章移,止開三平支章,87
卮,tsye,章移,止開三平支章,87
巵,tsye,章移,止開三平支章,87
梔,tsye,章移,止開三平支章,87
衹,tsye;gjie,章移;巨支,止開三平支章;止開三平支群,87;105
枝,tsye,章移,止開三平支章,87
㽻,tsye,章移,止開三平支章,87
衼,tsye,章移,止開三平支章,87
肢,tsye,章移,止開三平支章,87
胑,tsye,章移,止開三平支章,87
𨈛,tsye,章移,止開三平支章,87
禔,tsye;dzye;dej,章移;是支;杜奚,止開三平支章;止開三平支常;蟹開四平齊定,87;110;301
馶,tsye;gjie;syeH;kjieH,章移;巨支;施智;居企,止開三平支章;止開三平支群;止開三去支書;止開三去支見,87;105;2178;2186
氏,tsye;tsjeng;dzyeX,章移;子盈;承紙,止開三平支章;梗開三平清精;止開三上支常,87;910;1201
疻,tsye;tsyij,章移;旨夷,止開三平支章;止開三平脂章,87;144
㩼,tsye,章移,止開三平支章,87
鳷,tsye,章移,止開三平支章,87
䧴,tsye;syeH,章移;施智,止開三平支章;止開三去支書,87;2178
觶,tsye;tsyeH,章移;支義,止開三平支章;止開三去支章,87;2150
榰,tsye,章移,止開三平支章,87
㯄,tsye,章移,止開三平支章,87
𪂅,tsye,章移,止開三平支章,87
𧌔,tsye,章移,止開三平支章,87
眵,tsye;tsyhe,章移;叱支,止開三平支章;止開三平支昌,87;139
䡋,tsye,章移,止開三平支章,87
𩍲,tsye,章移,止開三平支章,87
移,ye,弋支,止開三平支以,88
䄬,ye,弋支,止開三平支以,88
迻,ye,弋支,止開三平支以,88
𠩗,ye,弋支,止開三平支以,88
杝,ye;drjeX,弋支;池爾,止開三平支以;止開三上支澄,88;1220
鉹,ye;tsyheX,弋支;尺氏,止開三平支以;止開三上支昌,88;1229
袲,ye;tsyheX;naX,弋支;尺氏;奴可,止開三平支以;止開三上支昌;果開一上歌泥,88;1229;1739
箷,ye,弋支,止開三平支以,88
𥠥,ye,弋支,止開三平支以,88
㥴,ye;yeX,弋支;移爾,止開三平支以;止開三上支以,88;1222
詑,ye;xjie;da;thwa;daX,弋支;香支;徒河;土禾;徒可,止開三平支以;止開三平支曉;果開一平歌定;果合一平戈透;果開一上歌定,88;129;729;748;1735
簃,ye;drje,弋支;直離,止開三平支以;止開三平支澄,88;126
䔟,ye,弋支,止開三平支以,88
熪,ye,弋支,止開三平支以,88
扅,ye,弋支,止開三平支以,88
衪,ye;yeX,弋支;移爾,止開三平支以;止開三上支以,88;1222
暆,ye,弋支,止開三平支以,88
迆,ye;yeX,弋支;移爾,止開三平支以;止開三上支以,88;1222
迤,ye,弋支,止開三平支以,88
𤝻,ye,弋支,止開三平支以,88
栘,ye;dzyej,弋支;成臡,止開三平支以;蟹開四平齊常,88;320
歋,ye,弋支,止開三平支以,88
酏,ye;yeX,弋支;移爾,止開三平支以;止開三上支以,88;1222
匜,ye;yeX,弋支;移爾,止開三平支以;止開三上支以,88;1222
拸,ye,弋支,止開三平支以,88
謻,ye,弋支,止開三平支以,88
𠗺,ye,弋支,止開三平支以,88
蛇,ye;tha;zyae,弋支;託何;食遮,止開三平支以;果開一平歌透;假開三平麻船,88;732;772
虵,ye;zyae;yaeX,弋支;食遮;羊者,止開三平支以;假開三平麻船;假開三上麻以,88;772;1766
螔,ye;sje,弋支;息移,止開三平支以;止開三平支心,88;119
𠐀,ye,弋支,止開三平支以,88
𣣢,ye,弋支,止開三平支以,88
䬁,ye,弋支,止開三平支以,88
爲,hjwe;hjweH,薳支;于僞,止合三平支云;止合三去支云,89;2157
為,hjwe,薳支,止合三平支云,89
潙,hjwe;kjwe,薳支;居爲,止合三平支云;止合三平支見,89;90
䧦,hjwe;xjwe;hjweX,薳支;許爲;韋委,止合三平支云;止合三平支曉;止合三上支云,89;91;1216
鄬,hjwe;hjweX,薳支;韋委,止合三平支云;止合三上支云,89;1216
𩻟,hjwe;xjwe,薳支;許爲,止合三平支云;止合三平支曉,89;91
嬀,kjwe,居爲,止合三平支見,90
媯,kjwe,居爲,止合三平支見,90
溈,kjwe,居爲,止合三平支見,90
𪎮,xjwe,許爲,止合三平支曉,91
麾,xjwe,許爲,止合三平支曉,91
噅,xjwe,許爲,止合三平支曉,91
撝,xjwe,許爲,止合三平支曉,91
逶,'jwe,於爲,止合三平支影,92
𣨙,'jwe;'jweH,於爲;於僞,止合三平支影;止合三去支影,92;2181
萎,'jwe;'jweH,於爲;於僞,止合三平支影;止合三去支影,92;2181
㮃,'jwe,於爲,止合三平支影,92
覣,'jwe,於爲,止合三平支影,92
痿,'jwe;nywe,於爲;人垂,止合三平支影;止合三平支日,92;132
蜲,'jwe;'jweX,於爲;於詭,止合三平支影;止合三上支影,92;1206
倭,'jwe;'wa;'waX,於爲;烏禾;烏果,止合三平支影;果合一平戈影;果合一上戈影,92;755;1754
委,'jwe;'jweX,於爲;於詭,止合三平支影;止合三上支影,92;1206
䴧,'jwe,於爲,止合三平支影,92
蟡,'jwe;kjweX,於爲;過委,止合三平支影;止合三上支見,92;1208
糜,mje,靡爲,止開三平支明,93
縻,mje,靡爲,止開三平支明,93
㸏,mje,靡爲,止開三平支明,93
𪎕,mje,靡爲,止開三平支明,93
蘼,mje;mjeX,靡爲;文彼,止開三平支明;止開三上支明,93;1202
䊳,mje,靡爲,止開三平支明,93
𪎭,mje,靡爲,止開三平支明,93
𦗕,mje;mij;mjeX,靡爲;武悲;文彼,止開三平支明;止開三平脂明;止開三上支明,93;170;1202
醿,mje,靡爲,止開三平支明,93
隳,xjwie,許規,止合三平支曉,94
隓,xjwie,許規,止合三平支曉,94
墮,xjwie;dwaX;thwaX,許規;徒果;他果,止合三平支曉;果合一上戈定;果合一上戈透,94;1748;1749
眭,xjwie;sjwe;xjwij;hwej,許規;息爲;許維;戸圭,止合三平支曉;止合三平支心;止合三平脂曉;蟹合四平齊匣,94;127;177;318
觿,xjwie;hwej,許規;戸圭,止合三平支曉;蟹合四平齊匣,94;318
睢,xjwie;swij;xjwij;xjwijH,許規;息遺;許維;香季,止合三平支曉;止合三平脂心;止合三平脂曉;止合三去脂曉,94;168;177;2234
䜐,xjwie,許規,止合三平支曉,94
鑴,xjwie;hwej,許規;戸圭,止合三平支曉;蟹合四平齊匣,94;318
蘳,xjwie;hwaeX,許規;胡瓦,止合三平支曉;假合二上麻匣,94;1784
鬌,drjwe;twaX;dwaX,直垂;丁果;徒果,止合三平支澄;果合一上戈端;果合一上戈定,95;1746;1748
錘,drjwe;drjweH,直垂;馳僞,止合三平支澄;止合三去支澄,95;2173
甀,drjwe;drjweH,直垂;馳僞,止合三平支澄;止合三去支澄,95;2173
垂,dzywe,是爲,止合三平支常,96
埀,dzywe,是爲,止合三平支常,96
陲,dzywe,是爲,止合三平支常,96
倕,dzywe,是爲,止合三平支常,96
𦈼,dzywe,是爲,止合三平支常,96
𨿠,dzywe;dzyweH,是爲;是僞,止合三平支常;止合三去支常,96;2185
圌,dzywe;dzywen,是爲;市緣,止合三平支常;山合三平仙常,96;631
篅,dzywe;dzywen,是爲;市緣,止合三平支常;山合三平仙常,96;631
𥳙,dzywe,是爲,止合三平支常,96
𠂹,dzywe,是爲,止合三平支常,96
羸,ljwe,力爲,止合三平支來,97
𡰠,ljwe;lwean;lwaH,力爲;力頑;魯過,止合三平支來;山合二平山來;果合一去戈來,97;569;2851
𡰟,ljwe,力爲,止合三平支來,97
吹,tsyhwe;tsyhweH,昌垂;尺僞,止合三平支昌;止合三去支昌,98;2174
炊,tsyhwe,昌垂,止合三平支昌,98
䶴,tsyhwe;tsyhweH,昌垂;尺僞,止合三平支昌;止合三去支昌,98;2174
{,tsyhwe,昌垂,止合三平支昌,98
龡,tsyhwe,昌垂,止合三平支昌,98
鈹,phje,敷羈,止開三平支滂,99
帔,phje;phjeH,敷羈;披義,止開三平支滂;止開三去支滂,99;2159
鮍,phje,敷羈,止開三平支滂,99
披,phje;phjeX,敷羈;匹靡,止開三平支滂;止開三上支滂,99;1237
𤱍,phje,敷羈,止開三平支滂,99
耚,phje,敷羈,止開三平支滂,99
狓,phje,敷羈,止開三平支滂,99
翍,phje,敷羈,止開三平支滂,99
旇,phje;bjeH,敷羈;平義,止開三平支滂;止開三去支並,99;2161
秛,phje;phjeH,敷羈;披義,止開三平支滂;止開三去支滂,99;2159
